Signature1 Signature2 Signature3 Signature4 Signature5 Signature6 Signature7 Signature8 Signature9 Signature10 Signature11 Signature12 Signature13 Signature14 Signature15 Signature16 Signature17 Signature18 Signature20
GTT>GCT 0.0190940126045138 0.00110048385011868 0.00627160311120365 0.00191649119450622 0.00903395568965109 0.00338688105488072 0.00255691414374138 0.00791165341934622 0.015665522437907 0.0115302886410717 0.0134636814924935 0.00946368045751816 0.00341331230968826 0.00601160697220817 0.0373463182550852 0.00401255389369863 0.0249897996150871 0.00470002869924859 0.00472234025507677
TTA>TCA 0.0109386930974777 0.000497000985595543 0.00553813057748682 0.00162050757753709 0.01201109624342 0.00417959935132062 0.00904515275211049 0.00636932350023618 0.00510998460951264 0.00548819067293418 0.00425764954688265 0.00610865963093152 0.00775839808003544 0.0337354916978484 0.0323456806527959 0.00257015520416271 0.0160636021249115 0.00717926639301394 0.00464922562887254
TTC>TCC 0.00717003509556865 0.000561654039152165 0.00252063159643814 0.00564404765422314 0.0203357167495693 0.00723959717635021 0.0112002046857338 0.00514873410188709 0.00361012653132374 0.00377314111344185 0.00698879817725217 0.0119324833007871 0.00366988589425335 0.00361309182139958 0.00172749671438428 0.0147106631608481 0.0174604114571029 0.0130230270961571 0.00960776186137177
TTG>TCG 0.00713903421452819 0.000798237682258917 0.00143413758871993 0.00160079067502048 0.00747040932886348 0.00598494621905717 0.00144509397718173 0.00268667293222652 0.00335814775535829 0.00202529992324323 0.00435634098045139 0.00398853558360312 0.01068782144349 0.0108725021501535 0.00670835118958979 0.00375842294618835 0.0272546043237374 0.00836796889031838 0.00303700045124122
TTT>TCT 0.0154557201727604 0.00217580126220449 0.00507550371735508 0.00299347026154735 0.0297306807998557 0.00263089648824655 0.00405664379454454 0.00705188385916234 0.00478388902167079 0.00942016133799779 0.0127394385802966 0.0148010068672601 0.00986050103007223 0.0110169421665724 0.0114759222121095 0.0111012155368228 0.00916787920439625 0.00369987393166031 0.00362825448809208
ATA>AGA 0.00479242789261535 0.00044265395038701 0.00418860733124625 0.0464145667154701 0.0237245358861715 0.00378924745460884 0.0142645409006819 0.00262850888728471 0.013303826183513 0.00588174551120625 0.00411821303954589 0.0030866464408649 0.00556360644423362 0.0074539866720991 0.0163950608746674 0.0134370326803245 0.00492054872815172 0.0144904791070803 0.0198894383593381
ATC>AGC 0.00277665348081558 0.000522943260609037 0.00311305223110663 0.00957056362065811 0.00616461441756328 0.00220903306333792 0.0043448539891743 0.00154258606068445 0.00478252464296814 0.00249594305279295 0.00900951435915757 0.00501940195599979 0.00316600789336334 0.00504989607654193 0.00529336437934012 0.00456349239288414 0.00234956815910661 0.00744779808168676 0.00807095059820565
ATG>AGG 0.00535495332716787 0.000753070616619975 0.00544232383499356 0.14883017555197 0.00512612130155111 0.00225874662280353 0.00993559578567852 0.00482977853640041 0.0039327460529291 0.00519718679118967 0.0149393536196663 0.00608493510592191 0.00889010965908813 0.0036242017153448 0.0134557704297132 0.00237429442311395 0.00835655346352902 0.0195484725691142 0.00505868451720875
ATT>AGT 0.00838557156233359 0.00152192503948787 0.00652149621923823 0.0271646756359899 0.0130986640389246 0.00639009614617122 0.0127345793331456 0.00809157306340299 0.0124247598032397 0.0117720198447401 0.0230718591060664 0.00964100572373545 0.0065616436348538 0.0182408922512595 0.00549663995452264 0.0333499988656506 0.00369353374068865 0.0044278822303096 0.00753128766321879
CTA>CGA 0.00251212112174945 0.000796376107470829 0.00227355797780741 0.00972779913225876 0.0197591374939422 0.00491951196060145 0.00121012784147689 0.000819409177232796 0.00591358098652213 0.011118771412729 0.00307224975637303 0.0100919380305298 0.00334541005771283 0.00542019739274309 0.0136097143108473 0.0104766576823576 0.0139549445923494 0.00298434702171019 0.00648780966886144
CTC>CGC 0.00455212434650136 0.00106313237712234 0.00180780044763287 0.00418356890768922 0.00466922158907792 0.00446406536027181 0.00148159285336609 0.00355055941456842 0.0156418445104926 0.00428498841616079 0.0124814691995551 0.00357198410462566 0.00156736105535201 0.00458982517516738 0.016591598102881 0.017932065428699 0.0110422345023715 0.00976528954571303 0.00365903725460471
CTG>CGG 0.00704534032130573 0.000854073140905552 0.00451910596824053 0.061067258310907 0.0107656041916888 0.00424403934152118 0.00461825090532877 0.00427844372778505 0.00512341648125014 0.00805804100809062 0.0195023019870969 0.0103012989877332 0.00346973934712871 0.0237492202615466 0.00285200456709588 0.0124456950067153 0.0125268592737531 0.00789164951494082 0.0083673433686371
CTT>CGT 0.0110940038795294 0.00229699095184438 0.00706933020877006 0.0334511456466315 0.0369755596267863 0.020351390045463 0.0149510867469212 0.00511097228600942 0.00720659511902851 0.0145341109882513 0.0340734114495953 0.00437148467150386 0.0206271778312938 0.0107812266648762 0.00642763188619883 0.143056112914035 0.0018997793067498 0.00782944173648262 0.0150063576819911
GTA>GGA 0.00254805506117736 0.000646616139937085 0.00360098033690654 0.0176007171309378 0.00513904012422429 0.00342454407718527 0.00561296474492699 0.000820052400712455 0.00789305378672645 0.00502924556441048 0.00283933319601089 0.00192088958502468 0.00236069259336336 0.00679117095485001 0.00095457983263711 0.0104517876781026 0.00165118702404784 0.00723341977427046 0.00217068453839958
GTC>GGC 0.00211452583503957 0.000420345701143283 0.00191890004598518 0.00358658896902944 0.00166964140892838 0.00112173932588877 0.00507732272341828 0.00221058778643344 0.00827734309285864 0.00861271719826798 0.00367859481055709 0.00739715565092435 0.000873668305554842 0.00539427965344764 0.00119325226135582 0.00676295417583893 0.00487731352670761 0.00438496920627758 0.00132674457134653
GTG>GGG 0.00313342178635476 0.000913186755070366 0.0019441916573628 0.028333712103906 0.00442832531963397 0.00188521946235118 0.0102453988183711 0.00246423205781638 0.00845629160929783 0.0123928949230692 0.0079475953535253 0.00278144223009016 0.0051728628905353 0.00394800280295079 0.00195330979198607 0.00697992521733174 0.00767249135447004 0.00853437833077702 0.00646231147031015
GTT>GGT 0.00542328287417629 0.00117781270436427 0.00519052176684216 0.00955945745333388 0.0137955438070912 0.0195293954668519 0.00922960591807808 0.00168492282762559 0.00166804173747423 0.011903021473888 0.00597693037730309 0.0036022490992021 0.0128469193992585 0.00219684864365673 0.00200051679482223 0.076789208860356 0.00169102883379133 0.00954424121936656 0.00564401455251513
TTA>TGA 0.00580305587917123 0.00127872818669157 0.0139925100632019 0.0588308957866655 0.038002011834887 0.00717738985868172 0.00653252463607055 0.00177121705512186 0.00155646075966586 0.00383102456988274 0.017944088652227 0.0157517669713252 0.0245764942053904 0.0046657867895029 0.025860688081573 0.0255365598680022 0.00971016093252222 0.0139001552326512 0.00972395842394198
TTC>TGC 0.00602957968538787 0.000771907098229891 0.00338483172442588 0.00979573131186646 0.00299197595762795 0.00386344241455215 0.00313677882507276 0.00313487210330003 0.0108150897828802 0.0063300076391926 0.00420815931769912 0.0144061752584015 0.0279369928847438 0.00337266039010354 0.00604498234788406 0.00306340384601768 0.00640129545460276 0.010565976483153 0.00579616295869084
TTG>TGG 0.00642613295259508 0.00243619293083129 0.00573377045742766 0.0770540069987968 0.00939757562506444 0.0241522185599445 0.00472973387160125 0.00492484997499809 0.0273624973406514 0.00930490980801487 0.0204732398439476 0.00253892582645487 0.00691395231141968 0.00283032158509892 0.0290220919205966 0.0176987054820977 0.00777686559069628 0.00355895956481205 0.00829069743580176
TTT>TGT 0.0155544181720417 0.00158044528067196 0.0165827455306508 0.0515943667294639 0.0398549040359145 0.0212407533879058 0.00389285406403862 0.011482082077881 0.00342482148551379 0.00954208742054102 0.00666089878408248 0.00623689939320059 0.00949039396840043 0.00927124189295031 0.0256130319724828 0.0914074727556552 0.015682508198719 0.0544042241404739 0.0110017669060252
